id,name,current_price,total_volume,market_cap,last_updated
bitcoin-diamond,Bitcoin Diamond,2.3,4404474.0,434767394.0,2021-10-12T20:00:55.055Z
beta-finance,Beta Finance,2.71,134407377.0,434116786.0,2021-10-12T19:59:09.980Z
livepeer,Livepeer,17.56,26326139.0,427837499.0,2021-10-12T20:01:06.377Z
alpha-finance,Alpha Finance,0.950052,9295106.0,427529215.0,2021-10-12T20:01:02.509Z
swipe,Swipe,2.28,188072164.0,426616753.0,2021-10-12T20:01:16.357Z
nervos-network,Nervos Network,0.01484722,24232973.0,422530801.0,2021-10-12T20:00:21.666Z
radio-caca,Radio Caca,0.00223605,61232474.0,411408775.0,2021-10-12T20:01:19.807Z
pundi-x-2,Pundi X,1.59,10867293.0,410772667.0,2021-10-12T20:00:31.103Z
plex,PLEX,1.95,37227518.0,410272514.0,2021-10-12T20:00:35.493Z
pirate-chain,Pirate Chain,2.16,2045471.0,406225111.0,2021-10-12T19:59:05.621Z
vectorspace,Vectorspace AI,10.54,3231340.0,405160629.0,2021-10-12T20:01:31.314Z
energy-web-token,Energy Web Token,10.09,2958292.0,400017434.0,2021-10-12T20:01:34.882Z
wink,WINkLink,0.00051494,41238550.0,396092354.0,2021-10-12T20:01:02.907Z
frax,Frax,1.0,19885537.0,395640706.0,2021-10-12T19:59:51.812Z
persistence,Persistence,7.46,3497097.0,392341329.0,2021-10-12T19:57:57.403Z
illuvium,Illuvium,613.97,34022400.0,391891478.0,2021-10-12T19:59:58.424Z
pundi-x,Pundi X OLD,0.00164965,6937.0,390172908.0,2021-10-12T19:12:19.265Z
tribe-2,Tribe,0.841824,60784225.0,385403580.0,2021-10-12T20:00:17.616Z
xyo-network,XYO Network,0.03181493,35111639.0,384503345.0,2021-10-12T20:01:02.787Z
verge,Verge,0.02291155,20803948.0,379797238.0,2021-10-12T19:59:52.627Z
verasity,Verasity,0.056985,92933735.0,373680796.0,2021-10-12T19:59:54.157Z
seth,sETH,3483.98,205484.0,372523465.0,2021-10-12T19:53:41.958Z
medibloc,Medibloc,0.069036,26736822.0,370766473.0,2021-10-12T20:01:34.750Z
vethor-token,VeThor Token,0.00893045,19301391.0,367269660.0,2021-10-12T20:01:12.507Z
bakerytoken,BakerySwap,1.85,68337744.0,360667419.0,2021-10-12T20:00:52.957Z
trust-wallet-token,Trust Wallet Token,1.02,35214016.0,351994703.0,2021-10-12T20:00:58.603Z
lukso-token,LUKSO Token,23.1,4697574.0,348764123.0,2021-10-12T20:00:53.564Z
injective-protocol,Injective Protocol,10.52,17079501.0,344604447.0,2021-10-12T20:00:20.395Z
anchor-protocol,Anchor Protocol,2.81,3731881.0,343536514.0,2021-10-12T19:59:27.600Z
